Event Type,C2S ID,Source IP,Source Port(s),Destination IP,Destination Port(s),Start Time,Stop Time
ddos,45691,8.179.82.34,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45692,8.199.76.40,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45693,8.208.147.15,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45694,9.81.41.34,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45695,9.88.143.31,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45696,9.182.182.14,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45697,9.196.194.32,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45698,9.248.204.55,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
spam bot,45699,172.28.14.161,0,77.91.104.22,80,11/3/2009 9:31,11/3/2009 9:31
ddos,45700,11.6.70.13,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45701,11.88.142.12,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45702,11.134.54.38,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45703,11.202.138.30,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45704,11.220.46.14,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
ddos,45705,11.239.103.20,0,172.28.4.7,80,11/3/2009 9:31,11/3/2009 9:33
post-phishing c2 + tcp control channel exfil explo,43614,172.28.29.14,0,138.106.196.169,80,11/3/2009 9:32,11/3/2009 9:32
ddos,45706,11.247.62.26,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45707,12.1.248.28,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45708,12.12.84.37,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45709,12.17.231.15,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45710,12.27.5.69,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45711,14.51.154.31,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45716,14.52.155.19,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45717,14.81.203.35,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45718,14.90.67.18,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45719,14.105.10.36,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45720,14.115.75.28,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45721,14.221.228.15,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45722,15.56.132.39,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45723,15.149.56.11,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45724,15.174.249.16,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45725,15.178.251.26,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45726,15.184.166.14,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45727,15.185.49.16,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45728,15.231.243.19,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45729,16.5.197.28,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45730,16.16.174.14,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45731,16.19.124.18,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45732,16.98.115.22,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45733,16.141.168.14,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45734,16.161.221.15,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45735,16.199.43.11,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45736,16.225.81.18,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45737,16.231.228.19,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:33
ddos,45738,16.244.78.44,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45739,17.59.230.16,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45740,17.73.109.30,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45741,17.163.65.12,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45742,17.202.87.37,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45743,17.241.216.32,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45744,17.246.169.62,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45745,18.177.218.56,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45746,19.14.122.18,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45747,19.16.150.31,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45748,19.202.221.20,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45749,19.214.138.15,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45750,20.17.228.67,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45751,20.18.5.11,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45752,20.21.128.24,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
ddos,45753,20.38.7.15,0,172.28.4.7,80,11/3/2009 9:32,11/3/2009 9:34
c2 + tcp control channel exfil - no precursor nc,43618,86.136.211.111,0,172.28.218.164,10000,11/3/2009 9:34,11/3/2009 9:34
client compromise exfil/sams_launch_vulnerable_cli,43622,172.28.212.6,0,20.21.128.84,10000,11/3/2009 9:34,11/3/2009 9:34
phishing email exploit/malware/trawler,43624,82.144.22.171,0,172.28.1.5,25,11/3/2009 9:34,11/3/2009 9:34
phishing email exploit/malware/trawler,43625,82.144.22.171,0,172.28.128.5,25,11/3/2009 9:34,11/3/2009 9:34
phishing email exploit/malware/trawler,43626,82.144.22.171,0,172.28.192.5,25,11/3/2009 9:34,11/3/2009 9:34
post-phishing c2 exploit/malware/malclient.pl,43615,172.28.29.14,0,138.106.196.169,80,11/3/2009 9:35,11/3/2009 9:35
spambot client compromise,45754,201.89.32.16,80,172.28.11.182,50964,11/3/2009 9:36,11/3/2009 9:36
spambot malicious download,45755,68.91.226.37,80,172.28.11.182,51293,11/3/2009 9:36,11/3/2009 9:51
spambot client compromise,45756,201.89.32.16,80,172.28.132.105,57375,11/3/2009 9:36,11/3/2009 9:36
spam bot,45757,172.28.11.182,0,77.91.104.22,80,11/3/2009 9:36,11/3/2009 9:36
spambot malicious download,45758,68.91.226.37,80,172.28.132.105,47939,11/3/2009 9:36,11/3/2009 9:52
spambot client compromise,45759,201.89.32.16,80,172.28.196.167,39206,11/3/2009 9:36,11/3/2009 9:36
post-phishing client compromise + malicious downlo,43627,172.28.131.125,0,82.144.22.171,80,11/3/2009 9:37,11/3/2009 9:37
post-phishing client compromise + malicious downlo,43628,172.28.131.125,0,28.133.133.90,80,11/3/2009 9:37,11/3/2009 9:37
spambot malicious download,45764,68.91.226.37,80,172.28.196.167,32851,11/3/2009 9:37,11/3/2009 9:52
spam bot,45765,172.28.132.105,0,77.91.104.22,80,11/3/2009 9:37,11/3/2009 9:37
spambot client compromise,45766,201.89.32.16,80,172.28.197.210,58091,11/3/2009 9:37,11/3/2009 9:37
spam bot,45767,172.28.196.167,0,77.91.104.22,80,11/3/2009 9:37,11/3/2009 9:37
spambot malicious download,45768,68.91.226.37,80,172.28.197.210,40761,11/3/2009 9:37,11/3/2009 9:52
spambot client compromise,45769,201.89.32.16,80,172.28.209.155,36313,11/3/2009 9:37,11/3/2009 9:37
spambot malicious download,45774,68.91.226.37,80,172.28.209.155,52775,11/3/2009 9:37,11/3/2009 9:52
spam bot,45775,172.28.197.210,0,77.91.104.22,80,11/3/2009 9:37,11/3/2009 9:37
spambot client compromise,45780,201.89.32.16,80,172.28.212.207,38844,11/3/2009 9:37,11/3/2009 9:37
spam bot,45781,172.28.209.155,0,77.91.104.22,80,11/3/2009 9:37,11/3/2009 9:37
spambot malicious download,45786,68.91.226.37,80,172.28.212.207,59121,11/3/2009 9:37,11/3/2009 9:52
spam bot,45791,172.28.212.207,0,77.91.104.22,80,11/3/2009 9:37,11/3/2009 9:37
spambot client compromise,45792,201.89.32.16,80,172.28.218.214,35963,11/3/2009 9:37,11/3/2009 9:37
spambot malicious download,45797,68.91.226.37,80,172.28.218.214,56709,11/3/2009 9:38,11/3/2009 9:53
spambot client compromise,45798,201.89.32.16,80,172.28.219.150,46715,11/3/2009 9:38,11/3/2009 9:38
spam bot,45799,172.28.218.214,0,77.91.104.22,80,11/3/2009 9:38,11/3/2009 9:38
spambot malicious download,45800,68.91.226.37,80,172.28.219.150,36395,11/3/2009 9:38,11/3/2009 9:53
spambot client compromise,45805,201.89.32.16,80,172.28.220.39,43910,11/3/2009 9:38,11/3/2009 9:38
spam bot,45806,172.28.219.150,0,77.91.104.22,80,11/3/2009 9:38,11/3/2009 9:38
spambot malicious download,45807,68.91.226.37,80,172.28.220.39,60685,11/3/2009 9:38,11/3/2009 9:53
spambot client compromise,45812,201.89.32.16,80,172.28.27.31,41653,11/3/2009 9:38,11/3/2009 9:38
spam bot,45813,172.28.220.39,0,77.91.104.22,80,11/3/2009 9:38,11/3/2009 9:38
spambot malicious download,45814,68.91.226.37,80,172.28.27.31,42547,11/3/2009 9:38,11/3/2009 9:54
spambot client compromise,45815,201.89.32.16,80,172.28.5.81,58229,11/3/2009 9:38,11/3/2009 9:38
break-DNS_1_exploit echo,43630,16.16.174.174,0,172.28.10.6,23,11/3/2009 9:39,11/3/2009 9:39
break-DNS_1 /home/administrator/attack-scripts/sdu,43632,255.255.255.255,0,255.255.255.255,53,11/3/2009 9:39,11/3/2009 9:40
spambot malicious download,45820,68.91.226.37,80,172.28.5.81,48072,11/3/2009 9:39,11/3/2009 9:54
spambot client compromise,45821,201.89.32.16,80,172.28.6.9,50836,11/3/2009 9:39,11/3/2009 9:39
spam bot,45822,172.28.27.31,0,77.91.104.22,80,11/3/2009 9:39,11/3/2009 9:39
spambot malicious download,45823,68.91.226.37,80,172.28.6.9,48998,11/3/2009 9:39,11/3/2009 9:54
spam bot,45824,172.28.5.81,0,77.91.104.22,80,11/3/2009 9:39,11/3/2009 9:39
spam bot,45829,172.28.6.9,0,77.91.104.22,80,11/3/2009 9:39,11/3/2009 9:39
c2 remote command execution nc,43623,20.21.128.84,0,172.28.212.6,10000,11/3/2009 9:40,11/3/2009 9:40
c2+ tcp control channel exfil nc,43629,82.144.22.171,0,172.28.131.125,10000,11/3/2009 9:41,11/3/2009 9:44
phishing email exploit/malware/trawler,43631,195.95.157.19,0,172.28.1.5,25,11/3/2009 9:47,11/3/2009 9:47
phishing email exploit/malware/trawler,43633,195.95.157.19,0,172.28.128.5,25,11/3/2009 9:47,11/3/2009 9:47
phishing email exploit/malware/trawler,43634,195.95.157.19,0,172.28.192.5,25,11/3/2009 9:47,11/3/2009 9:47
post-phishing client compromise + malicious downlo,43635,172.28.132.148,0,195.95.157.19,80,11/3/2009 9:50,11/3/2009 9:50
post-phishing client compromise + malicious downlo,43636,172.28.132.148,0,28.133.133.90,80,11/3/2009 9:50,11/3/2009 9:50
phishing email exploit/malware/trawler,43638,43.79.200.176,0,172.28.1.5,25,11/3/2009 9:50,11/3/2009 9:50
phishing email exploit/malware/trawler,43639,43.79.200.176,0,172.28.128.5,25,11/3/2009 9:50,11/3/2009 9:50
failed attack or scan exploit/bin/iis_nsiislog.pl,43643,199.202.245.103,0,255.255.255.255,80,11/3/2009 9:50,11/3/2009 10:05
failed attack or scan exploit/bin/iis_nsiislog.pl,43644,112.218.153.61,0,255.255.255.255,21,11/3/2009 9:50,11/3/2009 10:05
spambot client compromise,45838,201.89.32.16,80,172.28.11.150,55309,11/3/2009 9:50,11/3/2009 9:50
spambot malicious download,45839,68.91.226.37,80,172.28.11.150,43208,11/3/2009 9:51,11/3/2009 10:06
spam bot,45840,172.28.11.150,0,77.91.104.22,80,11/3/2009 9:51,11/3/2009 9:51
spambot client compromise,45841,201.89.32.16,80,172.28.131.186,53850,11/3/2009 9:51,11/3/2009 9:51
spambot malicious download,45846,68.91.226.37,80,172.28.131.186,60051,11/3/2009 9:51,11/3/2009 10:06
spam bot,45847,172.28.131.186,0,77.91.104.22,80,11/3/2009 9:51,11/3/2009 9:51
spambot client compromise,45848,201.89.32.16,80,172.28.16.212,45727,11/3/2009 9:51,11/3/2009 9:51
post-phishing c2 heartbeat exploit/malware/malclie,43640,172.28.133.86,0,43.79.200.176,25,11/3/2009 9:52,11/3/2009 9:52
phishing email exploit/malware/trawler,43645,130.149.81.31,0,172.28.1.5,25,11/3/2009 9:52,11/3/2009 9:52
spambot malicious download,45853,68.91.226.37,80,172.28.16.212,47837,11/3/2009 9:52,11/3/2009 10:07
spambot client compromise,45854,201.89.32.16,80,172.28.211.212,53525,11/3/2009 9:52,11/3/2009 9:52
spam bot,45855,172.28.16.212,0,77.91.104.22,80,11/3/2009 9:52,11/3/2009 9:52
spambot malicious download,45856,68.91.226.37,80,172.28.211.212,37824,11/3/2009 9:52,11/3/2009 10:07
spam bot,45861,172.28.211.212,0,77.91.104.22,80,11/3/2009 9:52,11/3/2009 9:52
spambot client compromise,45862,201.89.32.16,80,172.28.212.131,40155,11/3/2009 9:52,11/3/2009 9:52
spambot malicious download,45867,68.91.226.37,80,172.28.212.131,47045,11/3/2009 9:52,11/3/2009 10:08
spambot client compromise,45868,201.89.32.16,80,172.28.212.85,46892,11/3/2009 9:52,11/3/2009 9:52
spam bot,45869,172.28.212.131,0,77.91.104.22,80,11/3/2009 9:52,11/3/2009 9:53
spambot malicious download,45870,68.91.226.37,80,172.28.212.85,41980,11/3/2009 9:52,11/3/2009 10:08
client compromise exfil/sams_launch_vulnerable_cli,43657,172.28.20.79,0,169.197.145.201,10000,11/3/2009 9:53,11/3/2009 9:53
spambot client compromise,45871,201.89.32.16,80,172.28.214.23,34234,11/3/2009 9:53,11/3/2009 9:53
spam bot,45872,172.28.212.85,0,77.91.104.22,80,11/3/2009 9:53,11/3/2009 9:53
spambot malicious download,45877,68.91.226.37,80,172.28.214.23,34509,11/3/2009 9:53,11/3/2009 10:08
spam bot,45882,172.28.214.23,0,77.91.104.22,80,11/3/2009 9:53,11/3/2009 9:53
spambot client compromise,45883,201.89.32.16,80,172.28.2.148,41377,11/3/2009 9:53,11/3/2009 9:53
spambot malicious download,45888,68.91.226.37,80,172.28.2.148,47759,11/3/2009 9:53,11/3/2009 10:09
spambot client compromise,45889,201.89.32.16,80,172.28.222.131,60564,11/3/2009 9:53,11/3/2009 9:53
spam bot,45890,172.28.2.148,0,77.91.104.22,80,11/3/2009 9:53,11/3/2009 9:53
spambot malicious download,45891,68.91.226.37,80,172.28.222.131,51069,11/3/2009 9:53,11/3/2009 10:09
post-phishing c2 exploit/malware/malclient.pl,43641,172.28.133.86,0,43.79.200.176,25,11/3/2009 9:54,11/3/2009 9:54
spambot client compromise,45892,201.89.32.16,80,172.28.13.198,42529,11/3/2009 9:54,11/3/2009 9:54
spam bot,45897,172.28.222.131,0,77.91.104.22,80,11/3/2009 9:54,11/3/2009 9:54
spambot malicious download,45898,68.91.226.37,80,172.28.13.198,45468,11/3/2009 9:54,11/3/2009 10:09
spambot client compromise,45899,201.89.32.16,80,172.28.130.107,45743,11/3/2009 9:54,11/3/2009 9:54
spam bot,45900,172.28.222.131,0,66.200.1.1,25,11/3/2009 9:54,11/3/2009 9:57
spam bot,45901,172.28.222.131,0,64.180.1.1,25,11/3/2009 9:54,11/3/2009 9:57
spam bot,45902,172.28.222.131,0,24.145.1.1,25,11/3/2009 9:54,11/3/2009 9:57
spam bot,45903,172.28.222.131,0,70.98.1.1,25,11/3/2009 9:54,11/3/2009 9:57
spam bot,45904,172.28.13.198,0,77.91.104.22,80,11/3/2009 9:54,11/3/2009 9:54
spambot malicious download,45905,68.91.226.37,80,172.28.130.107,45649,11/3/2009 9:54,11/3/2009 10:09
spambot client compromise,45906,201.89.32.16,80,172.28.194.173,54408,11/3/2009 9:54,11/3/2009 9:54
spam bot,45907,172.28.130.107,0,77.91.104.22,80,11/3/2009 9:54,11/3/2009 9:54
spam bot,45908,172.28.13.198,0,66.200.1.1,25,11/3/2009 9:54,11/3/2009 9:58
spam bot,45909,172.28.13.198,0,64.180.1.1,25,11/3/2009 9:54,11/3/2009 9:58
spam bot,45910,172.28.13.198,0,24.145.1.1,25,11/3/2009 9:54,11/3/2009 9:58
spam bot,45911,172.28.13.198,0,70.98.1.1,25,11/3/2009 9:54,11/3/2009 9:58
spambot malicious download,45912,68.91.226.37,80,172.28.194.173,59594,11/3/2009 9:54,11/3/2009 10:09
spam bot,45917,172.28.194.173,0,77.91.104.22,80,11/3/2009 9:54,11/3/2009 9:54
scan /usr/bin/nmap,43619,32.213.228.43,0,172.28.218.123,4899,11/3/2009 9:55,11/3/2009 9:55
post-phishing c2 + tcp control channel exfil nc,43637,195.95.157.19,0,172.28.132.148,10000,11/3/2009 9:55,11/3/2009 9:55
spam bot,45918,172.28.194.173,0,66.200.1.1,25,11/3/2009 9:55,11/3/2009 9:58
spam bot,45919,172.28.194.173,0,64.180.1.1,25,11/3/2009 9:55,11/3/2009 9:58
spam bot,45920,172.28.194.173,0,24.145.1.1,25,11/3/2009 9:55,11/3/2009 9:58
spam bot,45921,172.28.194.173,0,70.98.1.1,25,11/3/2009 9:55,11/3/2009 9:58
post-phishing c2 + tcp control channel exfil explo,43642,172.28.133.86,0,43.79.200.176,25,11/3/2009 9:56,11/3/2009 9:56
post-phishing client compromise + malicious downlo,43646,172.28.6.134,0,130.149.81.31,80,11/3/2009 9:56,11/3/2009 9:56
post-phishing client compromise + malicious downlo,43647,172.28.6.134,0,28.133.133.90,80,11/3/2009 9:56,11/3/2009 9:56
failed attack or scan exploit/bin/webstar_ftp_user,43658,15.174.249.80,0,255.255.255.255,21,11/3/2009 9:56,11/3/2009 10:12
c2 remote command execution nc,43659,169.197.145.201,0,172.28.20.79,10000,11/3/2009 9:58,11/3/2009 9:58
post-phishing c2 + tcp control channel exfil nc,43648,130.149.81.31,0,172.28.6.134,10000,11/3/2009 10:01,11/3/2009 10:01
dns-rewrite /home/administrator/attack-scripts/sdu,43665,255.255.255.255,0,255.255.255.255,0,11/3/2009 10:01,11/3/2009 10:03
phishing email exploit/malware/trawler,43671,212.18.56.231,0,172.28.1.5,25,11/3/2009 10:03,11/3/2009 10:04
post-phishing c2 heartbeat exploit/malware/malclie,43673,172.28.13.91,0,212.18.56.231,77,11/3/2009 10:05,11/3/2009 10:05
phishing email exploit/malware/trawler,43674,62.197.83.31,0,172.28.1.5,25,11/3/2009 10:07,11/3/2009 10:07
phishing email exploit/malware/trawler,43676,62.197.83.31,0,172.28.128.5,25,11/3/2009 10:07,11/3/2009 10:07
phishing email exploit/malware/trawler,43677,62.197.83.31,0,172.28.192.5,25,11/3/2009 10:07,11/3/2009 10:07
post-phishing c2 + tcp control channel exfil explo,43678,172.28.13.91,0,212.18.56.231,77,11/3/2009 10:07,11/3/2009 10:07
phishing email exploit/malware/trawler,43679,34.252.80.110,0,172.28.1.5,25,11/3/2009 10:08,11/3/2009 10:08
post-phishing c2 heartbeat exploit/malware/malclie,43680,172.28.197.133,0,62.197.83.31,31337,11/3/2009 10:08,11/3/2009 10:08
post-phishing c2 heartbeat exploit/malware/malclie,43683,172.28.131.132,0,34.252.80.110,6667,11/3/2009 10:09,11/3/2009 10:09
no precursor client compromise exfil/sams_launch_v,43693,172.28.22.159,0,185.23.238.137,80,11/3/2009 10:09,11/3/2009 10:09
no precursor client compromise exfil/sams_launch_v,43695,172.28.22.159,0,28.133.133.90,80,11/3/2009 10:09,11/3/2009 10:09
post-phishing c2 + tcp control channel exfil explo,43682,172.28.13.91,0,212.18.56.231,77,11/3/2009 10:10,11/3/2009 10:10
phishing email exploit/malware/trawler,43694,212.45.250.61,0,172.28.128.5,25,11/3/2009 10:10,11/3/2009 10:10
post-phishing c2 + tcp control channel exfil explo,43684,172.28.197.133,0,62.197.83.31,31337,11/3/2009 10:11,11/3/2009 10:11
post-phishing c2 heartbeat exploit/malware/malclie,43686,172.28.30.36,0,34.252.80.110,6667,11/3/2009 10:11,11/3/2009 10:11
post-phishing c2 heartbeat exploit/malware/malclie,43696,172.28.192.5,0,212.45.250.61,8181,11/3/2009 10:12,11/3/2009 10:12
c2 + control channel exfil - no precursor nc,43697,185.23.238.137,0,172.28.22.159,10000,11/3/2009 10:12,11/3/2009 10:18
post-phishing c2 + tcp control channel exfil explo,43685,172.28.197.133,0,62.197.83.31,31337,11/3/2009 10:13,11/3/2009 10:13
post-phishing c2 exploit/malware/malclient.pl,43687,172.28.131.132,0,34.252.80.110,6667,11/3/2009 10:14,11/3/2009 10:14
post-phishing c2 exploit/malware/malclient.pl,43698,172.28.192.5,0,212.45.250.61,8181,11/3/2009 10:14,11/3/2009 10:14
post-phishing c2 exploit/malware/malclient.pl,43688,172.28.30.36,0,34.252.80.110,6667,11/3/2009 10:16,11/3/2009 10:16
out2in dns,45922,255.255.255.255,0,255.255.255.255,53,11/3/2009 10:16,11/3/2009 10:22
compromised_server,45923,172.28.108.88,0,255.255.255.255,53,11/3/2009 10:16,11/3/2009 10:22
compromised_server,45924,172.28.188.34,0,255.255.255.255,53,11/3/2009 10:17,11/3/2009 10:22
compromised_server,45925,172.28.18.49,0,255.255.255.255,53,11/3/2009 10:17,11/3/2009 10:22
post-phishing c2 heartbeat exploit/malware/malclie,43689,172.28.131.132,0,34.252.80.110,6667,11/3/2009 10:18,11/3/2009 10:18
compromised_server,45926,172.28.193.152,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
compromised_server,45927,172.28.154.191,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
compromised_server,45928,172.28.140.128,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
compromised_server,45929,172.28.105.141,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
compromised_server,45930,172.28.117.175,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
compromised_server,45931,172.28.151.92,0,255.255.255.255,53,11/3/2009 10:18,11/3/2009 10:22
post-phishing c2 exploit/malware/malclient.pl,43699,172.28.192.5,0,212.45.250.61,8181,11/3/2009 10:19,11/3/2009 10:19
compromised_server,45932,172.28.186.148,0,255.255.255.255,53,11/3/2009 10:19,11/3/2009 10:22
post-phishing c2 heartbeat exploit/malware/malclie,43690,172.28.30.36,0,34.252.80.110,6667,11/3/2009 10:20,11/3/2009 10:20
post-phishing c2 + tcp control channel exfil explo,43700,172.28.192.5,0,212.45.250.61,8181,11/3/2009 10:21,11/3/2009 10:21
post-phishing c2 + tcp control channel exfil explo,43691,172.28.30.36,0,34.252.80.110,6667,11/3/2009 10:22,11/3/2009 10:22
post-phishing c2 + tcp control channel exfil explo,43692,172.28.131.132,0,34.252.80.110,6667,11/3/2009 10:25,11/3/2009 10:25
no precursor client compromise exfil/sams_launch_v,43701,172.28.220.52,0,134.96.34.207,80,11/3/2009 10:25,11/3/2009 10:25
no precursor client compromise exfil/sams_launch_v,43702,172.28.220.52,0,28.133.133.90,80,11/3/2009 10:25,11/3/2009 10:25
c2+ tcp control channel exfil - no precursor nc,43703,134.96.34.207,0,172.28.220.52,10000,11/3/2009 10:28,11/3/2009 10:28
no precursor client compromise exfil/sams_launch_v,43705,172.28.214.210,0,180.165.34.103,80,11/3/2009 10:29,11/3/2009 10:29
no precursor client compromise exfil/sams_launch_v,43706,172.28.214.210,0,28.133.133.90,80,11/3/2009 10:29,11/3/2009 10:29
failed attack or scan exploit/bin/webstar_ftp_user,43704,42.1.118.156,0,255.255.255.255,21,11/3/2009 10:30,11/3/2009 10:46
c2 + tcp control channel exfil - no precursor nc,43707,180.165.34.103,0,172.28.214.210,10000,11/3/2009 10:34,11/3/2009 10:36
phishing email exploit/malware/trawler,43708,16.225.81.115,0,172.28.1.5,25,11/3/2009 10:34,11/3/2009 10:34
client compromise exfil/sams_launch_vulnerable_cli,43714,172.28.212.6,0,20.21.128.84,10000,11/3/2009 10:35,11/3/2009 10:35
c2 heartbeat exploit/malware/malclient.pl,43709,172.28.5.153,0,16.225.81.115,25,11/3/2009 10:36,11/3/2009 10:36
c2 exploit/malware/malclient.pl,43710,172.28.5.153,0,16.225.81.115,25,11/3/2009 10:39,11/3/2009 10:39
c2 + tcp control channel exfil exploit/malware/mal,43711,172.28.5.153,0,16.225.81.115,25,11/3/2009 10:41,11/3/2009 10:41
failed attack or scan exploit/bin/iis_nsiislog.pl,43716,139.69.44.14,0,255.255.255.255,80,11/3/2009 10:41,11/3/2009 10:56
c2 + tcp control channel exfil exploit/malware/mal,43712,172.28.5.153,0,16.225.81.115,25,11/3/2009 10:42,11/3/2009 10:42
c2 remote command execution nc,43715,20.21.128.84,0,172.28.212.6,10000,11/3/2009 10:42,11/3/2009 10:42
c2 + tcp control channel exfil exploit/malware/mal,43713,172.28.5.153,0,16.225.81.115,25,11/3/2009 10:44,11/3/2009 10:44
no precursor client compromise exfil/sams_launch_v,43717,172.28.220.68,0,80.37.24.25,80,11/3/2009 10:44,11/3/2009 10:44
no precursor client compromise exfil/sams_launch_v,43718,172.28.220.68,0,28.133.133.90,80,11/3/2009 10:44,11/3/2009 10:44
scan /usr/bin/nmap,43649,193.168.132.153,10468,172.28.147.136,45248,11/3/2009 10:46,11/3/2009 10:46
failed attack exploit/iis-asp-overflow,43720,25.178.184.105,0,172.28.28.128,80,11/3/2009 10:47,11/3/2009 10:47
failed attack exploit/iis-asp-overflow,43721,25.178.184.105,0,172.28.22.186,80,11/3/2009 10:47,11/3/2009 10:47
failed attack exploit/iis-asp-overflow,43722,25.178.184.105,0,172.28.6.119,80,11/3/2009 10:47,11/3/2009 10:47
failed attack exploit/iis-asp-overflow,45933,25.178.184.105,0,172.28.20.14,80,11/3/2009 10:47,11/3/2009 10:47
failed attack exploit/iis-asp-overflow,45934,25.178.184.105,0,172.28.128.124,80,11/3/2009 10:47,11/3/2009 10:47
scan /usr/bin/nmap,43650,195.171.85.28,0,172.28.18.197,1257 3128,11/3/2009 10:48,11/3/2009 10:48
scan /usr/bin/nmap,43651,195.171.85.28,0,172.28.18.147,1257 3128,11/3/2009 10:48,11/3/2009 10:48
scan /usr/bin/nmap,43652,195.171.85.28,0,172.28.18.241,1257 3128,11/3/2009 10:48,11/3/2009 10:48
scan /usr/bin/nmap,43653,195.171.85.28,0,172.28.18.83,1257 3128,11/3/2009 10:48,11/3/2009 10:48
scan /usr/bin/nmap,43654,195.171.85.28,0,172.28.18.213,1257 3128,11/3/2009 10:48,11/3/2009 10:48
scan /usr/bin/nmap,43655,195.171.85.28,0,172.28.18.146,1257 3128,11/3/2009 10:48,11/3/2009 10:48
